action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1750392,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)/C(C#N)=C/Nc1ccc(S(=O)(=O)c2ccc(/N=C/C(C#N)=C(\O)OCC)cc2)cc1,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '9.70', 'le': '0.19', 'lle': '0.87', 'sei': '2.96'}",CHEMBL215732,,CHEMBL215732,4.80,0,http://www.openphacts.org/units/Nanomolar,534146,=,1,1,=,,IC50,nM,,16000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,16.0
,,1750394,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '11.00', 'le': '0.31', 'lle': '1.35', 'sei': '5.23'}",CHEMBL212240,,CHEMBL212240,4.80,0,http://www.openphacts.org/units/Nanomolar,534147,=,1,1,=,,IC50,nM,,16000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,16.0
,,1750395,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)c1ccccc1S(=O)(=O)c1ccccc1C(=O)O,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '15.76', 'le': '0.31', 'lle': '2.38', 'sei': '5.42'}",CHEMBL377253,,CHEMBL377253,4.80,0,http://www.openphacts.org/units/Nanomolar,534148,=,1,1,=,,IC50,nM,,16000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,16.0
,,1750397,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '14.93', 'le': '0.30', 'lle': '2.26', 'sei': '3.82'}",CHEMBL215397,,CHEMBL215397,4.60,0,http://www.openphacts.org/units/Nanomolar,534149,=,1,1,=,,IC50,nM,,25000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,25.0
,,1750398,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(=CNc1ccc(S(=O)(=O)c2ccc(/N=C/C(C(=O)OCC)=C(\O)OCC)cc2)cc1)C(=O)OCC,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '7.64', 'le': '0.15', 'lle': '0.48', 'sei': '2.69'}",CHEMBL378342,,CHEMBL378342,4.50,0,http://www.openphacts.org/units/Nanomolar,534150,=,1,1,=,,IC50,nM,,32000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,32.0
,,1750400,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Sc1nnc(C(F)(F)F)[nH]1)c1ccc(C#Cc2ccccc2)o1,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '15.20', 'le': '0.30', 'lle': '1.77', 'sei': '7.69'}",CHEMBL379642,,CHEMBL379642,5.52,0,http://www.openphacts.org/units/Nanomolar,534151,=,1,1,=,,IC50,nM,,3000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,3.0
,,1750401,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1noc(NC(=O)c2ccc(-c3cc(C(F)(F)F)nn3C)s2)c1[N+](=O)[O-],,,CHEMBL1145342,J Med Chem,2006,"{'bei': '13.21', 'le': '0.27', 'lle': '1.68', 'sei': '4.57'}",CHEMBL427404,,CHEMBL427404,5.30,0,http://www.openphacts.org/units/Nanomolar,534152,=,1,1,=,,IC50,nM,,5000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,5.0
,,1750403,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1oc(C(C)(C)C)cc1-c1cc(NS(=O)(=O)c2cccs2)[nH]n1,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '13.68', 'le': '0.28', 'lle': '0.86', 'sei': '5.68'}",CHEMBL212190,,CHEMBL212190,5.00,0,http://www.openphacts.org/units/Nanomolar,534153,=,1,1,=,,IC50,nM,,10000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,10.0
,,1750404,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1[nH]nc(NC(=O)c2cccs2)c1S(=O)(=O)c1ccccc1,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '12.71', 'le': '0.27', 'lle': '1.54', 'sei': '5.25'}",CHEMBL378700,,CHEMBL378700,4.82,0,http://www.openphacts.org/units/Nanomolar,534154,=,1,1,=,,IC50,nM,,15000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,15.0
,,1750406,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)CC(=O)c2c(NCc3ccco3)sc(C#N)c2C1,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '15.97', 'le': '0.31', 'lle': '0.82', 'sei': '7.26'}",CHEMBL212019,,CHEMBL212019,4.80,0,http://www.openphacts.org/units/Nanomolar,534155,=,1,1,=,,IC50,nM,,16000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,16.0
,,1750407,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1nn(-c2c([N+](=O)[O-])c(C)nn2C)c(-c2cccs2)c1C#N,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '13.16', 'le': '0.27', 'lle': '1.60', 'sei': '4.63'}",CHEMBL212399,,CHEMBL212399,4.75,0,http://www.openphacts.org/units/Nanomolar,534156,=,1,1,=,,IC50,nM,,18000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,18.0
,,1750409,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=S(=O)(Cc1[nH]c(-c2ccc(Cl)s2)c[s+]1)c1cccs1.[Br-],,,CHEMBL1145342,J Med Chem,2006,"{'bei': '13.07', 'le': '0.32', 'lle': '-0.03', 'sei': '9.50'}",CHEMBL215733,,CHEMBL1182159,4.75,0,http://www.openphacts.org/units/Nanomolar,534157,=,1,1,=,,IC50,nM,,18000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,18.0
,,1750411,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nn(C)c(NCc2ccc(-c3cccs3)s2)c1[N+](=O)[O-],,,CHEMBL1145342,J Med Chem,2006,"{'bei': '14.05', 'le': '0.29', 'lle': '0.66', 'sei': '6.44'}",CHEMBL375130,,CHEMBL375130,4.70,0,http://www.openphacts.org/units/Nanomolar,534158,=,1,1,=,,IC50,nM,,20000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,20.0
,,1750413,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1nccs1)c1nccs1,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '20.91', 'le': '0.46', 'lle': '2.38', 'sei': '10.26'}",CHEMBL214372,,CHEMBL214372,4.40,0,http://www.openphacts.org/units/Nanomolar,534159,=,1,1,=,,IC50,nM,,40000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,40.0
,,1750414,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,,,CHEMBL1145342,J Med Chem,2006,"{'bei': '14.21', 'le': '0.32', 'lle': '1.55', 'sei': '5.42'}",CHEMBL212218,,CHEMBL212218,6.52,0,http://www.openphacts.org/units/Nanomolar,534139,=,1,1,=,,IC50,nM,,300.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,0.3
,,1830967,[],CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Oc1cncc(Cl)c1)c1ccco1,,,CHEMBL1144475,J Med Chem,2007,"{'bei': '32.30', 'le': '0.66', 'lle': '4.67', 'sei': '13.80'}",CHEMBL222840,,CHEMBL222840,7.22,0,http://www.openphacts.org/units/Nanomolar,629355,=,1,1,=,,IC50,nM,,60.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,nM,UO_0000065,,60.0
,,1830968,[],CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Oc1cncc(Cl)c1)c1ccc(-c2ccc(Cl)cc2)o1,,,CHEMBL1144475,J Med Chem,2007,"{'bei': '21.55', 'le': '0.45', 'lle': '2.33', 'sei': '13.76'}",CHEMBL222769,,CHEMBL222769,7.20,0,http://www.openphacts.org/units/Nanomolar,629372,=,1,1,=,,IC50,nM,,63.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,nM,UO_0000065,,63.0
,,1830969,[],CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(C(=O)Oc2cncc(Cl)c2)c1,,,CHEMBL1144475,J Med Chem,2007,"{'bei': '24.53', 'le': '0.49', 'lle': '3.51', 'sei': '13.36'}",CHEMBL222735,,CHEMBL222735,6.47,0,http://www.openphacts.org/units/Nanomolar,629371,=,1,1,=,,IC50,nM,,340.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,nM,UO_0000065,,340.0
,,1831021,[],CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Oc1cncc(Cl)c1)c1cscn1,,,CHEMBL1144475,J Med Chem,2007,"{'bei': '27.29', 'le': '0.60', 'lle': '4.16', 'sei': '12.61'}",CHEMBL222628,,CHEMBL222628,6.57,0,http://www.openphacts.org/units/Nanomolar,629370,=,1,1,=,,IC50,nM,,270.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,nM,UO_0000065,,270.0
,,1831022,[],CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2s1,,,CHEMBL1144475,J Med Chem,2007,"{'bei': '24.24', 'le': '0.50', 'lle': '2.85', 'sei': '17.92'}",CHEMBL222893,,CHEMBL222893,7.02,0,http://www.openphacts.org/units/Nanomolar,629369,=,1,1,=,,IC50,nM,,95.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,nM,UO_0000065,,95.0
,,1831023,[],CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2[nH]1,,,CHEMBL1144475,J Med Chem,2007,"{'bei': '26.36', 'le': '0.52', 'lle': '3.75', 'sei': '13.07'}",CHEMBL225515,,CHEMBL225515,7.19,0,http://www.openphacts.org/units/Nanomolar,629368,=,1,1,=,,IC50,nM,,65.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,nM,UO_0000065,,65.0
,,1831024,[],CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Oc1cncc(Br)c1)c1ccco1,,,CHEMBL1144475,J Med Chem,2007,"{'bei': '27.24', 'le': '0.66', 'lle': '4.64', 'sei': '13.95'}",CHEMBL222234,,CHEMBL222234,7.30,0,http://www.openphacts.org/units/Nanomolar,629359,=,1,1,=,,IC50,nM,,50.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,nM,UO_0000065,,50.0
,,1831025,[],CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2o1,,,CHEMBL1144475,J Med Chem,2007,"{'bei': '24.74', 'le': '0.49', 'lle': '3.07', 'sei': '12.94'}",CHEMBL426898,,CHEMBL426898,6.77,0,http://www.openphacts.org/units/Nanomolar,629356,=,1,1,=,,IC50,nM,,170.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,nM,UO_0000065,,170.0
,,1916125,[],CHEMBL894326,Inhibition of SARS coronavirus 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,,CHEMBL1148729,J Med Chem,2007,"{'bei': '10.95', 'le': '0.21', 'lle': '-2.09', 'sei': '8.69'}",CHEMBL269277,BETULINIC ACID,CHEMBL269277,5.00,0,http://www.openphacts.org/units/Nanomolar,653912,=,1,1,=,,IC50,nM,,10000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,10.0
,,1916126,[],CHEMBL894326,Inhibition of SARS coronavirus 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,,,CHEMBL1148729,J Med Chem,2007,"{'bei': '13.44', 'le': '0.29', 'lle': '0.54', 'sei': '4.76'}",CHEMBL1448,NICLOSAMIDE,CHEMBL1448,4.40,0,http://www.openphacts.org/units/Nanomolar,653920,=,1,1,=,,IC50,nM,,40000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,40.0
,,1916128,[],CHEMBL894326,Inhibition of SARS coronavirus 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,,,CHEMBL1148729,J Med Chem,2007,"{'bei': '11.94', 'le': '0.22', 'lle': '0.55', 'sei': '4.57'}",CHEMBL116438,CURCUMIN,CHEMBL116438,4.40,0,http://www.openphacts.org/units/Nanomolar,653919,=,1,1,=,,IC50,nM,,40000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,40.0
,,1916130,[],CHEMBL894326,Inhibition of SARS coronavirus 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,O=C1OC[C@H](Cc2ccc3c(c2)OCO3)/C1=C\c1ccc2c(c1)OCO2,,,CHEMBL1148729,J Med Chem,2007,"{'bei': '13.06', 'le': '0.24', 'lle': '1.66', 'sei': '7.28'}",CHEMBL395263,SAVININ,CHEMBL395263,4.60,0,http://www.openphacts.org/units/Nanomolar,653915,=,1,1,=,,IC50,nM,,25000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,25.0
,,1916132,[],CHEMBL894326,Inhibition of SARS coronavirus 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,O=C1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2,,,CHEMBL1148729,J Med Chem,2007,,CHEMBL242011,HINOKININ,CHEMBL242011,,0,http://www.openphacts.org/units/Nanomolar,653914,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,100.0
,,1916134,[],CHEMBL894326,Inhibition of SARS coronavirus 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,,CHEMBL1148729,J Med Chem,2007,,CHEMBL431525,BETUNOLIC ACID,CHEMBL431525,,0,http://www.openphacts.org/units/Nanomolar,653913,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,100.0
,,2145725,[],CHEMBL940918,Inhibition of SARS-CoV 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '10.39', 'le': '0.20', 'lle': '0.63', 'sei': '5.71'}",CHEMBL258787,,CHEMBL258787,4.82,0,http://www.openphacts.org/units/Nanomolar,707375,=,1,1,=,,IC50,nM,,15000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,15.0
,,2145726,[],CHEMBL940918,Inhibition of SARS-CoV 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '7.88', 'le': '0.15', 'lle': '1.17', 'sei': '3.50'}",CHEMBL2372143,,CHEMBL2372143,5.00,0,http://www.openphacts.org/units/Nanomolar,707382,=,1,1,=,,IC50,nM,,10000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,10.0
,,2145727,[],CHEMBL940918,Inhibition of SARS-CoV 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,,CHEMBL259622,,CHEMBL259622,,0,http://www.openphacts.org/units/Nanomolar,707381,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,50.0
,,2145728,[],CHEMBL940918,Inhibition of SARS-CoV 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '8.88', 'le': '0.17', 'lle': '-1.22', 'sei': '5.71'}",CHEMBL261189,,CHEMBL261189,4.30,0,http://www.openphacts.org/units/Nanomolar,707380,=,1,1,=,,IC50,nM,,50000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,50.0
,,2145729,[],CHEMBL940918,Inhibition of SARS-CoV 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)NCC(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '13.14', 'le': '0.27', 'lle': '5.37', 'sei': '3.10'}",CHEMBL265704,,CHEMBL265704,4.30,0,http://www.openphacts.org/units/Nanomolar,707379,=,1,1,=,,IC50,nM,,50000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,50.0
,,2145730,[],CHEMBL940918,Inhibition of SARS-CoV 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)C(=O)NCC(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '9.10', 'le': '0.18', 'lle': '2.65', 'sei': '3.14'}",CHEMBL261402,,CHEMBL261402,4.40,0,http://www.openphacts.org/units/Nanomolar,707378,=,1,1,=,,IC50,nM,,40000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,40.0
,,2145731,[],CHEMBL940918,Inhibition of SARS-CoV 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '12.41', 'le': '0.25', 'lle': '1.84', 'sei': '5.20'}",CHEMBL258581,,CHEMBL258581,4.40,0,http://www.openphacts.org/units/Nanomolar,707377,=,1,1,=,,IC50,nM,,40000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,40.0
,,2145732,[],CHEMBL940918,Inhibition of SARS-CoV 3CL protease,B,,,BAO_0000190,BAO_0000019,assay format,O=C(N[C@@H](Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F)OCc1ccccc1,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '9.43', 'le': '0.18', 'lle': '0.32', 'sei': '5.56'}",CHEMBL409422,,CHEMBL409422,4.70,0,http://www.openphacts.org/units/Nanomolar,707376,=,1,1,=,,IC50,nM,,20000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,20.0
,,2145733,[],CHEMBL940919,Inhibition of SARS-CoV 3CL protease after 10 mins,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '7.88', 'le': '0.15', 'lle': '1.17', 'sei': '3.50'}",CHEMBL2372143,,CHEMBL2372143,5.00,0,http://www.openphacts.org/units/Nanomolar,707382,=,1,1,=,,IC50,nM,,10000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,10.0
,,2145735,[],CHEMBL940920,Inhibition of SARS-CoV 3CL protease after 30 mins,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '8.12', 'le': '0.16', 'lle': '1.32', 'sei': '3.61'}",CHEMBL2372143,,CHEMBL2372143,5.16,0,http://www.openphacts.org/units/Nanomolar,707382,=,1,1,=,,IC50,nM,,7000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,7.0
,,2145737,[],CHEMBL940921,Inhibition of SARS-CoV 3CL protease after 1 hr,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '8.50', 'le': '0.16', 'lle': '1.57', 'sei': '3.78'}",CHEMBL2372143,,CHEMBL2372143,5.40,0,http://www.openphacts.org/units/Nanomolar,707382,=,1,1,=,,IC50,nM,,4000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,4.0
,,2145739,[],CHEMBL940922,Inhibition of SARS-CoV 3CL protease after 2 hrs,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '8.98', 'le': '0.17', 'lle': '1.87', 'sei': '3.99'}",CHEMBL2372143,,CHEMBL2372143,5.70,0,http://www.openphacts.org/units/Nanomolar,707382,=,1,1,=,,IC50,nM,,2000.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,2.0
,,2145741,[],CHEMBL940923,Inhibition of SARS-CoV 3CL protease after 4 hrs,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F,,,CHEMBL1144735,Bioorg Med Chem,2008,"{'bei': '9.61', 'le': '0.19', 'lle': '2.27', 'sei': '4.27'}",CHEMBL2372143,,CHEMBL2372143,6.10,0,http://www.openphacts.org/units/Nanomolar,707382,=,1,1,=,,IC50,nM,,800.0,CHEMBL3927,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus 3C-like proteinase,694009,,,IC50,uM,UO_0000065,,0.8
